listing_id,high,medium,low
6834524,0.175,0.355,0.47
6918451,0.125,0.39,0.485
6861291,0.16,0.29,0.55
6889446,0.085,0.335,0.58
6907296,0.07,0.27,0.66
6907167,0.07,0.285,0.645
6850624,0.23,0.365,0.405
6886910,0.07,0.25,0.68
7056200,0.005,0.055,0.94
6943841,0.1,0.265,0.635
7244110,0.025,0.14,0.835
6915358,0.045,0.18,0.775
6873750,0.06,0.255,0.685
6827320,0.11,0.2,0.69
6906389,0.13,0.445,0.425
6933412,0.07,0.245,0.685
6930410,0.105,0.445,0.45
6882126,0.015,0.12,0.865
6844497,0.175,0.38,0.445
6921693,0.025,0.155,0.82
6888807,0.02,0.135,0.845
6834538,0.085,0.205,0.71
6884888,0.26,0.36,0.38
6867333,0.2,0.415,0.385
6815639,0.07,0.31,0.62
6908865,0.085,0.315,0.6
6813858,0.155,0.32,0.525
6882027,0.005,0.095,0.9
6842710,0.08,0.35,0.57
6895158,0.025,0.12,0.855
6873301,0.21,0.38,0.41
6875131,0.005,0.1,0.895
6825684,0.01,0.19,0.8
6836474,0.02,0.065,0.915
6910168,0.04,0.225,0.735
6919176,0.02,0.15,0.83
6905652,0.175,0.285,0.54
6912414,0.085,0.22,0.695
6930321,0.03,0.13,0.84
6898860,0.08,0.475,0.445
6919743,0.08,0.365,0.555
6908673,0.175,0.325,0.5
6837016,0.05,0.23,0.72
6928141,0.14,0.3,0.56
6897427,0.02,0.215,0.765
6894975,0.07,0.24,0.69
6816566,0.155,0.4,0.445
6906110,0.005,0.105,0.89
6925637,0.055,0.375,0.57
6907540,0.115,0.435,0.45
6926162,0.08,0.23,0.69
6831421,0.065,0.23,0.705
6912777,0.205,0.505,0.29
6923480,0.05,0.295,0.655
6894078,0.17,0.255,0.575
6899312,0.045,0.135,0.82
6913443,0.2,0.415,0.385
6878978,0.055,0.215,0.73
6907571,0.03,0.13,0.84
6816490,0.025,0.125,0.85
6850741,0.025,0.18,0.795
6891852,0.085,0.19,0.725
6831961,0.125,0.285,0.59
6861579,0.095,0.315,0.59
6925877,0.04,0.145,0.815
6897114,0.125,0.335,0.54
6897905,0.085,0.29,0.625
6880790,0.005,0.105,0.89
6932043,0.01,0.035,0.955
6941152,0.05,0.2,0.75
6848946,0.155,0.42,0.425
6908008,0.155,0.4,0.445
6880429,0.02,0.07,0.91
6864745,0.055,0.195,0.75
6862040,0.04,0.29,0.67
6828774,0.05,0.175,0.775
6846494,0.09,0.28,0.63
6857920,0.015,0.125,0.86
6925082,0.005,0.115,0.88
6878551,0.065,0.375,0.56
6893232,0.01,0.11,0.88
6931393,0.12,0.375,0.505
6894713,0.03,0.125,0.845
6880705,0.05,0.27,0.68
6914563,0.115,0.24,0.645
6947614,0.1,0.445,0.455
6844923,0.06,0.32,0.62
6819353,0.085,0.435,0.48
6889260,0.155,0.45,0.395
6923630,0.05,0.26,0.69
6878086,0.005,0.075,0.92
6937287,0.185,0.425,0.39
6899918,0.02,0.13,0.85
6947025,0.155,0.33,0.515
6855326,0.035,0.175,0.79
6822370,0.055,0.215,0.73
6831404,0.095,0.425,0.48
6912955,0.065,0.21,0.725
6910454,0.08,0.28,0.64
6828953,0.12,0.37,0.51
6850906,0.04,0.16,0.8
6937576,0.165,0.435,0.4
6875746,0.19,0.385,0.425
6852394,0.305,0.29,0.405
6947434,0.06,0.28,0.66
6823611,0.235,0.4,0.365
6895796,0.06,0.43,0.51
6876118,0.085,0.37,0.545
6948064,0.045,0.29,0.665
6844205,0.045,0.16,0.795
6937715,0.03,0.125,0.845
6912562,0.18,0.285,0.535
6947255,0.095,0.24,0.665
6946521,0.04,0.16,0.8
6919542,0.065,0.27,0.665
6883527,0.03,0.095,0.875
6928187,0.26,0.345,0.395
6921376,0.085,0.465,0.45
6818457,0.1,0.41,0.49
7008810,0.05,0.405,0.545
6905796,0.245,0.365,0.39
6844458,0.13,0.405,0.465
6892650,0.185,0.345,0.47
6849508,0.145,0.36,0.495
6846959,0.025,0.07,0.905
6871119,0.17,0.315,0.515
6905310,0.01,0.045,0.945
6936536,0.03,0.13,0.84
6943992,0.025,0.165,0.81
6938971,0.065,0.325,0.61
6879440,0.1,0.445,0.455
6856160,0.005,0.07,0.925
6938408,0.025,0.245,0.73
6882523,0.165,0.415,0.42
6860265,0.115,0.335,0.55
6933127,0.075,0.42,0.505
6819973,0.025,0.14,0.835
6841792,0.01,0.105,0.885
6903615,0.03,0.11,0.86
6873131,0.01,0.1,0.89
6903062,0.26,0.325,0.415
6879473,0.08,0.3,0.62
6918662,0.06,0.26,0.68
6909955,0.005,0.02,0.975
6938437,0.065,0.29,0.645
6924734,0.125,0.355,0.52
6917279,0.005,0.045,0.95
6879404,0.095,0.335,0.57
6926565,0.15,0.425,0.425
6869854,0.025,0.125,0.85
6838022,0.125,0.39,0.485
6872323,0.135,0.36,0.505
6879158,0.13,0.445,0.425
6943320,0.095,0.325,0.58
6917425,0.045,0.225,0.73
6877187,0.02,0.11,0.87
6841544,0.04,0.125,0.835
6948481,0.11,0.315,0.575
6857525,0.155,0.37,0.475
6891769,0.045,0.195,0.76
6844067,0.02,0.17,0.81
6833107,0.15,0.36,0.49
6882366,0.005,0.06,0.935
6814753,0.1,0.23,0.67
6902575,0.015,0.105,0.88
6818848,0.06,0.255,0.685
6822095,0.035,0.295,0.67
6944126,0.1,0.33,0.57
6943631,0.055,0.25,0.695
6931657,0.26,0.305,0.435
6820780,0.04,0.21,0.75
6944531,0.055,0.18,0.765
6895867,0.12,0.31,0.57
6821568,0.04,0.195,0.765
6814478,0.09,0.32,0.59
6856562,0.11,0.425,0.465
6846510,0.045,0.21,0.745
6879133,0.065,0.225,0.71
6870052,0.025,0.135,0.84
6887799,0.005,0.055,0.94
6840608,0.01,0.1,0.89
6904793,0.165,0.46,0.375
6860652,0.12,0.35,0.53
6860632,0.02,0.135,0.845
6926608,0.08,0.435,0.485
6813869,0.02,0.15,0.83
6893769,0.08,0.375,0.545
6847276,0.005,0.165,0.83
6935537,0.055,0.315,0.63
6937875,0.08,0.225,0.695
6923987,0.115,0.235,0.65
6815693,0.14,0.395,0.465
6904496,0.0,0.075,0.925
6883044,0.13,0.385,0.485
6907857,0.25,0.355,0.395
6933916,0.05,0.21,0.74
6918763,0.17,0.375,0.455
6928070,0.145,0.355,0.5
6851236,0.135,0.42,0.445
6815232,0.025,0.1,0.875
6864226,0.01,0.05,0.94
6883516,0.11,0.195,0.695
6885827,0.09,0.285,0.625
6901286,0.03,0.155,0.815
6919061,0.135,0.345,0.52
6853293,0.14,0.385,0.475
6836725,0.085,0.365,0.55
6865250,0.08,0.235,0.685
6889051,0.035,0.295,0.67
6824040,0.06,0.275,0.665
6881655,0.05,0.165,0.785
6901099,0.02,0.14,0.84
6927145,0.045,0.21,0.745
6929853,0.07,0.255,0.675
6823700,0.035,0.195,0.77
6837755,0.195,0.28,0.525
6939096,0.04,0.24,0.72
6943487,0.03,0.19,0.78
6870340,0.03,0.14,0.83
6937622,0.04,0.17,0.79
6914306,0.03,0.115,0.855
6891351,0.285,0.335,0.38
6941651,0.055,0.225,0.72
6848581,0.025,0.095,0.88
6900034,0.035,0.225,0.74
6826032,0.05,0.355,0.595
6903276,0.15,0.4,0.45
6902692,0.025,0.135,0.84
6893315,0.085,0.31,0.605
6825905,0.025,0.185,0.79
6818233,0.02,0.2,0.78
6882065,0.02,0.135,0.845
6883958,0.105,0.355,0.54
6896252,0.16,0.44,0.4
6894986,0.125,0.405,0.47
6918673,0.015,0.145,0.84
6856447,0.17,0.35,0.48
6928082,0.005,0.175,0.82
6901879,0.115,0.32,0.565
6947164,0.15,0.415,0.435
6942861,0.015,0.09,0.895
6836080,0.165,0.425,0.41
6814196,0.145,0.38,0.475
6836776,0.125,0.28,0.595
6823884,0.08,0.42,0.5
6827410,0.06,0.285,0.655
6900738,0.13,0.295,0.575
6817746,0.005,0.07,0.925
6819118,0.13,0.33,0.54
6856780,0.05,0.17,0.78
6854651,0.025,0.19,0.785
6945844,0.255,0.305,0.44
6930898,0.135,0.3,0.565
6943335,0.155,0.355,0.49
6931044,0.155,0.39,0.455
6920677,0.06,0.2,0.74
6845334,0.195,0.435,0.37
6914011,0.21,0.4,0.39
6936035,0.04,0.135,0.825
6916939,0.045,0.245,0.71
6834515,0.2,0.3,0.5
6912483,0.0,0.09,0.91
6938258,0.115,0.4,0.485
6816315,0.025,0.135,0.84
6934438,0.02,0.14,0.84
6889913,0.155,0.385,0.46
6924744,0.05,0.185,0.765
6865402,0.03,0.225,0.745
6910924,0.03,0.24,0.73
6932480,0.01,0.185,0.805
6942661,0.03,0.13,0.84
6856731,0.19,0.345,0.465
6925228,0.065,0.225,0.71
6940684,0.025,0.13,0.845
6941692,0.035,0.215,0.75
6942794,0.3,0.405,0.295
6937851,0.065,0.375,0.56
6907648,0.125,0.35,0.525
6816432,0.03,0.245,0.725
6918175,0.025,0.13,0.845
6935862,0.005,0.06,0.935
6864211,0.005,0.015,0.98
6913016,0.005,0.055,0.94
6822139,0.29,0.285,0.425
6895220,0.055,0.145,0.8
6921999,0.025,0.33,0.645
6856652,0.035,0.25,0.715
6904962,0.115,0.245,0.64
6816165,0.06,0.2,0.74
6914373,0.015,0.055,0.93
6916434,0.075,0.235,0.69
6833112,0.005,0.085,0.91
6915649,0.2,0.315,0.485
6839889,0.03,0.13,0.84
6923582,0.075,0.26,0.665
6948002,0.05,0.26,0.69
6910785,0.015,0.155,0.83
6826125,0.075,0.26,0.665
6911953,0.05,0.25,0.7
6851376,0.085,0.27,0.645
6913156,0.03,0.12,0.85
6824871,0.085,0.355,0.56
6916170,0.02,0.19,0.79
6820198,0.035,0.15,0.815
6929695,0.09,0.39,0.52
6941974,0.165,0.48,0.355
6877299,0.08,0.38,0.54
6835518,0.02,0.16,0.82
6919921,0.105,0.45,0.445
6828935,0.01,0.07,0.92
6838996,0.16,0.395,0.445
6923587,0.09,0.25,0.66
6872997,0.045,0.2,0.755
6857342,0.005,0.06,0.935
6864566,0.125,0.32,0.555
6870695,0.09,0.415,0.495
6826339,0.03,0.135,0.835
6880632,0.075,0.24,0.685
6928973,0.13,0.355,0.515
6861067,0.07,0.25,0.68
6911345,0.07,0.265,0.665
6844139,0.095,0.415,0.49
6908682,0.065,0.225,0.71
6947847,0.105,0.455,0.44
6844576,0.1,0.4,0.5
6829121,0.21,0.355,0.435
6840697,0.24,0.37,0.39
6859538,0.05,0.29,0.66
6856808,0.215,0.325,0.46
6873570,0.16,0.275,0.565
6875733,0.095,0.405,0.5
6866363,0.025,0.11,0.865
6918447,0.13,0.27,0.6
6816535,0.11,0.46,0.43
6937840,0.035,0.19,0.775
6947236,0.04,0.16,0.8
6872069,0.035,0.19,0.775
6934070,0.04,0.215,0.745
6832529,0.04,0.18,0.78
6911974,0.095,0.475,0.43
6815152,0.015,0.2,0.785
6877790,0.18,0.27,0.55
6947290,0.05,0.295,0.655
6847035,0.04,0.19,0.77
6864317,0.04,0.155,0.805
6909994,0.005,0.125,0.87
6916990,0.01,0.12,0.87
6903167,0.21,0.375,0.415
6932686,0.06,0.33,0.61
6860690,0.26,0.435,0.305
6833908,0.085,0.3,0.615
6858077,0.165,0.365,0.47
6907896,0.0,0.04,0.96
6890596,0.05,0.155,0.795
6915126,0.115,0.28,0.605
6927779,0.02,0.155,0.825
6913834,0.08,0.25,0.67
6816821,0.105,0.42,0.475
6814931,0.18,0.505,0.315
6865446,0.07,0.41,0.52
6836591,0.095,0.325,0.58
6879499,0.235,0.465,0.3
6830692,0.185,0.415,0.4
6864964,0.125,0.39,0.485
6895091,0.02,0.1,0.88
6814658,0.01,0.085,0.905
6853380,0.28,0.325,0.395
6834696,0.15,0.425,0.425
6875415,0.165,0.36,0.475
6861313,0.11,0.385,0.505
6848563,0.015,0.09,0.895
6865519,0.08,0.3,0.62
6853519,0.09,0.3,0.61
6890021,0.08,0.43,0.49
6881800,0.05,0.17,0.78
6867554,0.085,0.36,0.555
6823997,0.1,0.385,0.515
6890734,0.165,0.39,0.445
6872288,0.03,0.255,0.715
6812292,0.055,0.36,0.585
6935421,0.07,0.305,0.625
6918560,0.045,0.195,0.76
6848874,0.015,0.1,0.885
6843733,0.165,0.455,0.38
6908944,0.125,0.31,0.565
6940635,0.065,0.24,0.695
6863895,0.0,0.02,0.98
6943724,0.1,0.43,0.47
6875577,0.085,0.37,0.545
6843507,0.17,0.4,0.43
6879349,0.035,0.225,0.74
6854547,0.015,0.13,0.855
6861342,0.06,0.235,0.705
6929961,0.065,0.145,0.79
6912950,0.08,0.205,0.715
6829462,0.115,0.455,0.43
6908024,0.02,0.145,0.835
6826352,0.05,0.285,0.665
6922852,0.225,0.38,0.395
6819413,0.01,0.065,0.925
6852933,0.015,0.1,0.885
6923845,0.21,0.4,0.39
6909765,0.01,0.06,0.93
6927132,0.105,0.38,0.515
6925768,0.11,0.465,0.425
6904513,0.125,0.325,0.55
6904625,0.09,0.295,0.615
6860088,0.035,0.135,0.83
6919147,0.025,0.175,0.8
6893862,0.02,0.105,0.875
6856181,0.0,0.025,0.975
6899055,0.07,0.25,0.68
6814991,0.075,0.345,0.58
6918971,0.13,0.36,0.51
6878402,0.005,0.205,0.79
6853773,0.045,0.205,0.75
6919724,0.0,0.075,0.925
6895403,0.07,0.375,0.555
6833600,0.185,0.305,0.51
6812846,0.06,0.22,0.72
6918989,0.165,0.26,0.575
6935319,0.0,0.08,0.92
6858529,0.09,0.24,0.67
6922043,0.025,0.165,0.81
6875909,0.08,0.32,0.6
6846748,0.015,0.185,0.8
6941640,0.13,0.305,0.565
6908257,0.08,0.42,0.5
6827220,0.105,0.35,0.545
6880693,0.015,0.08,0.905
6870361,0.015,0.16,0.825
6941606,0.2,0.375,0.425
6871586,0.01,0.07,0.92
6942231,0.155,0.37,0.475
6891475,0.02,0.105,0.875
6839937,0.015,0.16,0.825
6824566,0.025,0.135,0.84
6866384,0.11,0.345,0.545
6893844,0.07,0.16,0.77
6841144,0.025,0.145,0.83
6899783,0.105,0.265,0.63
6943034,0.115,0.395,0.49
6881388,0.005,0.035,0.96
6862076,0.035,0.14,0.825
6857369,0.08,0.395,0.525
6946670,0.2,0.365,0.435
6879165,0.13,0.435,0.435
6852185,0.345,0.29,0.365
6912183,0.235,0.445,0.32
6831587,0.28,0.335,0.385
6844356,0.075,0.335,0.59
6889711,0.02,0.155,0.825
6818575,0.105,0.335,0.56
6869375,0.045,0.16,0.795
6936585,0.105,0.455,0.44
6887221,0.045,0.255,0.7
6839767,0.115,0.305,0.58
6941007,0.025,0.185,0.79
6844883,0.06,0.195,0.745
6841313,0.175,0.4,0.425
6846443,0.0,0.09,0.91
6891603,0.025,0.16,0.815
6879912,0.12,0.345,0.535
6827949,0.195,0.325,0.48
6871408,0.125,0.415,0.46
6846320,0.13,0.39,0.48
6879464,0.22,0.355,0.425
6852694,0.145,0.375,0.48
7026738,0.15,0.36,0.49
6931092,0.09,0.445,0.465
6852121,0.08,0.22,0.7
6815590,0.06,0.185,0.755
6819575,0.055,0.2,0.745
6821607,0.07,0.265,0.665
6904775,0.195,0.35,0.455
6837855,0.055,0.34,0.605
6854517,0.045,0.14,0.815
6822250,0.115,0.265,0.62
6941501,0.07,0.31,0.62
6927400,0.015,0.1,0.885
6905335,0.065,0.3,0.635
6930392,0.275,0.44,0.285
6897589,0.0,0.015,0.985
6879790,0.08,0.26,0.66
6851976,0.125,0.405,0.47
6946975,0.085,0.375,0.54
6933168,0.065,0.295,0.64
6813477,0.075,0.2,0.725
6906471,0.01,0.085,0.905
6864163,0.095,0.415,0.49
6865178,0.045,0.205,0.75
6904990,0.195,0.335,0.47
6832000,0.075,0.275,0.65
6940369,0.025,0.14,0.835
6860771,0.14,0.42,0.44
6938069,0.1,0.415,0.485
6895551,0.015,0.14,0.845
6862978,0.045,0.185,0.77
6814378,0.015,0.085,0.9
6911839,0.085,0.19,0.725
6843233,0.29,0.33,0.38
6839614,0.045,0.24,0.715
6895592,0.01,0.105,0.885
6929993,0.005,0.07,0.925
6836701,0.025,0.215,0.76
6929852,0.02,0.15,0.83
6831936,0.035,0.15,0.815
6907314,0.02,0.13,0.85
6945787,0.015,0.075,0.91
6943810,0.35,0.275,0.375
6820165,0.075,0.22,0.705
6864363,0.075,0.34,0.585
6827452,0.07,0.315,0.615
6837029,0.105,0.33,0.565
6923513,0.31,0.36,0.33
6816604,0.03,0.235,0.735
6931979,0.055,0.335,0.61
6842103,0.01,0.075,0.915
6941971,0.065,0.21,0.725
6862316,0.085,0.4,0.515
6823253,0.0,0.055,0.945
6890586,0.01,0.07,0.92
6815605,0.14,0.4,0.46
6947044,0.045,0.265,0.69
6823449,0.265,0.385,0.35
6858410,0.025,0.22,0.755
6917354,0.115,0.315,0.57
6942753,0.1,0.42,0.48
6830300,0.185,0.365,0.45
6894918,0.035,0.155,0.81
6913062,0.1,0.405,0.495
6923945,0.005,0.07,0.925
6831131,0.16,0.33,0.51
6897171,0.045,0.18,0.775
6879781,0.02,0.165,0.815
6911490,0.205,0.3,0.495
6829355,0.04,0.13,0.83
6927593,0.01,0.08,0.91
6912642,0.015,0.075,0.91
6934388,0.0,0.02,0.98
6892106,0.04,0.2,0.76
6831967,0.02,0.115,0.865
6939561,0.04,0.19,0.77
6887413,0.2,0.375,0.425
6932370,0.045,0.3,0.655
6887795,0.02,0.1,0.88
6841896,0.25,0.365,0.385
6938411,0.085,0.275,0.64
6886034,0.045,0.32,0.635
6814631,0.045,0.16,0.795
6898385,0.015,0.095,0.89
6850935,0.02,0.08,0.9
6829293,0.035,0.21,0.755
6863524,0.065,0.22,0.715
6943638,0.165,0.38,0.455
6812694,0.03,0.145,0.825
6892993,0.07,0.245,0.685
6924120,0.125,0.395,0.48
6913541,0.205,0.33,0.465
6841230,0.005,0.05,0.945
6920548,0.04,0.24,0.72
6926950,0.025,0.14,0.835
6909825,0.025,0.105,0.87
6904326,0.045,0.215,0.74
6892035,0.0,0.165,0.835
6910572,0.005,0.19,0.805
6919195,0.015,0.2,0.785
6875298,0.15,0.395,0.455
6922724,0.055,0.255,0.69
6911074,0.125,0.475,0.4
6854469,0.025,0.06,0.915
6842986,0.025,0.135,0.84
6917232,0.07,0.25,0.68
6858495,0.025,0.22,0.755
6858056,0.01,0.075,0.915
6927466,0.065,0.33,0.605
6824654,0.005,0.085,0.91
6833070,0.0,0.03,0.97
6842574,0.02,0.265,0.715
6944043,0.015,0.075,0.91
6938517,0.07,0.315,0.615
6861009,0.03,0.135,0.835
6902529,0.055,0.225,0.72
6910535,0.04,0.235,0.725
6894895,0.025,0.175,0.8
6816422,0.195,0.32,0.485
6892791,0.075,0.355,0.57
6931973,0.155,0.38,0.465
6887781,0.05,0.215,0.735
6873380,0.185,0.43,0.385
6868401,0.0,0.01,0.99
6912580,0.02,0.22,0.76
6941315,0.005,0.105,0.89
6943599,0.06,0.275,0.665
6902820,0.13,0.335,0.535
6939047,0.005,0.195,0.8
6918835,0.165,0.405,0.43
6818930,0.22,0.305,0.475
6848543,0.055,0.205,0.74
6906052,0.025,0.205,0.77
6915549,0.0,0.045,0.955
6921746,0.06,0.275,0.665
6895832,0.05,0.22,0.73
6886005,0.01,0.175,0.815
6931976,0.14,0.39,0.47
6824157,0.02,0.165,0.815
6814469,0.05,0.215,0.735
6812050,0.075,0.23,0.695
6939036,0.04,0.27,0.69
6906370,0.05,0.23,0.72
6877029,0.025,0.125,0.85
6947152,0.06,0.21,0.73
6901224,0.17,0.31,0.52
6947036,0.045,0.175,0.78
6948449,0.155,0.265,0.58
6816099,0.025,0.145,0.83
6868448,0.16,0.38,0.46
6824510,0.195,0.44,0.365
6812919,0.0,0.04,0.96
6821146,0.075,0.29,0.635
6860448,0.165,0.405,0.43
6941593,0.015,0.135,0.85
6929545,0.025,0.14,0.835
6927216,0.06,0.205,0.735
6946584,0.07,0.2,0.73
6940566,0.085,0.415,0.5
6920717,0.005,0.165,0.83
6915199,0.055,0.23,0.715
6940666,0.07,0.44,0.49
6869243,0.01,0.05,0.94
6866868,0.145,0.28,0.575
6937017,0.05,0.36,0.59
6900418,0.085,0.265,0.65
6960753,0.03,0.17,0.8
6879691,0.02,0.14,0.84
6903839,0.11,0.2,0.69
6876616,0.215,0.32,0.465
6873894,0.015,0.05,0.935
6885780,0.04,0.19,0.77
6942276,0.015,0.08,0.905
6844685,0.06,0.2,0.74
6885954,0.06,0.22,0.72
6934778,0.15,0.36,0.49
6910430,0.04,0.24,0.72
6902367,0.045,0.215,0.74
6914876,0.01,0.065,0.925
6879389,0.15,0.41,0.44
6910274,0.04,0.11,0.85
6831651,0.1,0.445,0.455
6872249,0.035,0.16,0.805
6894692,0.29,0.335,0.375
6939793,0.175,0.31,0.515
6864044,0.0,0.045,0.955
6898610,0.03,0.19,0.78
6818271,0.065,0.25,0.685
6844815,0.015,0.24,0.745
6886750,0.01,0.085,0.905
6932127,0.015,0.145,0.84
6918350,0.02,0.16,0.82
6941519,0.04,0.2,0.76
6890311,0.19,0.27,0.54
6891885,0.175,0.275,0.55
6858499,0.005,0.09,0.905
6814057,0.06,0.35,0.59
6868162,0.12,0.36,0.52
6851703,0.01,0.025,0.965
6840490,0.01,0.085,0.905
6859182,0.035,0.095,0.87
6904803,0.11,0.29,0.6
6836631,0.03,0.13,0.84
6837017,0.015,0.085,0.9
6876200,0.12,0.27,0.61
6847991,0.025,0.215,0.76
6872894,0.025,0.13,0.845
6833995,0.135,0.355,0.51
6851011,0.11,0.265,0.625
6885609,0.085,0.24,0.675
6850862,0.055,0.215,0.73
6867814,0.03,0.095,0.875
6816684,0.15,0.385,0.465
6845724,0.025,0.275,0.7
6835131,0.27,0.29,0.44
6835596,0.055,0.205,0.74
6843757,0.04,0.225,0.735
6919182,0.115,0.39,0.495
6916147,0.16,0.38,0.46
6872916,0.135,0.425,0.44
6834628,0.235,0.335,0.43
6900065,0.08,0.275,0.645
6941999,0.135,0.31,0.555
6927653,0.05,0.31,0.64
6906483,0.01,0.09,0.9
6821644,0.0,0.11,0.89
6935552,0.295,0.32,0.385
6870769,0.01,0.135,0.855
6874281,0.07,0.335,0.595
6824815,0.065,0.26,0.675
6858374,0.125,0.385,0.49
6947378,0.305,0.33,0.365
6867984,0.12,0.365,0.515
6902009,0.02,0.105,0.875
6898640,0.025,0.15,0.825
6938221,0.01,0.125,0.865
6931586,0.1,0.255,0.645
6865490,0.025,0.13,0.845
6858947,0.0,0.04,0.96
6907873,0.03,0.15,0.82
6937746,0.02,0.11,0.87
6862698,0.035,0.135,0.83
6870927,0.035,0.23,0.735
6893205,0.24,0.36,0.4
6930963,0.015,0.2,0.785
6855263,0.185,0.38,0.435
6947491,0.095,0.4,0.505
6819786,0.16,0.305,0.535
6931018,0.125,0.375,0.5
6877076,0.195,0.38,0.425
6910124,0.05,0.215,0.735
6903132,0.04,0.17,0.79
6816881,0.035,0.21,0.755
6867040,0.135,0.265,0.6
6813720,0.075,0.395,0.53
6855017,0.035,0.15,0.815
6890024,0.15,0.275,0.575
6886422,0.05,0.245,0.705
6910013,0.0,0.06,0.94
6940231,0.005,0.06,0.935
6944140,0.0,0.03,0.97
6876724,0.13,0.23,0.64
6889118,0.01,0.095,0.895
6860844,0.01,0.215,0.775
6862221,0.245,0.35,0.405
6823762,0.125,0.39,0.485
6822918,0.045,0.135,0.82
6843076,0.055,0.15,0.795
6874722,0.065,0.24,0.695
6857796,0.07,0.2,0.73
6929256,0.09,0.32,0.59
6819324,0.145,0.365,0.49
6944032,0.03,0.175,0.795
6845473,0.125,0.355,0.52
6923127,0.365,0.295,0.34
6941679,0.17,0.41,0.42
6882194,0.16,0.41,0.43
6885067,0.095,0.305,0.6
6872584,0.04,0.17,0.79
6871485,0.07,0.25,0.68
6914771,0.005,0.03,0.965
6838180,0.045,0.235,0.72
6904928,0.08,0.37,0.55
6823495,0.13,0.28,0.59
6889773,0.03,0.32,0.65
6941453,0.06,0.26,0.68
6876618,0.175,0.275,0.55
6894449,0.01,0.085,0.905
6848685,0.04,0.335,0.625
6832901,0.04,0.235,0.725
6943604,0.025,0.14,0.835
6921828,0.015,0.12,0.865
6926596,0.09,0.275,0.635
6937525,0.08,0.23,0.69
6853154,0.045,0.135,0.82
6842898,0.015,0.06,0.925
6872383,0.015,0.115,0.87
6931200,0.165,0.395,0.44
6837958,0.015,0.115,0.87
6880640,0.27,0.325,0.405
6897494,0.05,0.2,0.75
6907825,0.08,0.29,0.63
6865572,0.0,0.03,0.97
6875039,0.0,0.015,0.985
6866638,0.015,0.165,0.82
6851218,0.01,0.14,0.85
6942923,0.025,0.155,0.82
6859157,0.13,0.36,0.51
6843944,0.005,0.065,0.93
6819560,0.06,0.245,0.695
6835030,0.04,0.17,0.79
6852029,0.03,0.155,0.815
6908442,0.085,0.295,0.62
6943748,0.17,0.245,0.585
6855596,0.0,0.115,0.885
6918946,0.18,0.38,0.44
6910490,0.025,0.22,0.755
6853176,0.04,0.185,0.775
6873544,0.07,0.39,0.54
6837510,0.095,0.25,0.655
6906413,0.055,0.35,0.595
6863595,0.02,0.1,0.88
6851470,0.065,0.2,0.735
6850705,0.11,0.305,0.585
6859848,0.115,0.375,0.51
6874657,0.065,0.205,0.73
6894410,0.02,0.145,0.835
6865309,0.015,0.15,0.835
6841128,0.04,0.165,0.795
6915822,0.215,0.31,0.475
6822843,0.03,0.175,0.795
6814392,0.09,0.285,0.625
6852471,0.02,0.055,0.925
6895747,0.115,0.39,0.495
6851684,0.145,0.28,0.575
6879302,0.045,0.2,0.755
6822398,0.03,0.265,0.705
6935520,0.03,0.16,0.81
6915085,0.07,0.2,0.73
6937018,0.03,0.21,0.76
6840611,0.015,0.195,0.79
6923059,0.015,0.255,0.73
6852419,0.17,0.305,0.525
6939612,0.125,0.325,0.55
6942273,0.045,0.265,0.69
6822415,0.025,0.06,0.915
6934552,0.05,0.22,0.73
6901070,0.14,0.45,0.41
6844593,0.18,0.425,0.395
6841633,0.02,0.15,0.83
6859017,0.02,0.13,0.85
6822886,0.105,0.39,0.505
6841084,0.115,0.365,0.52
6863869,0.215,0.385,0.4
6844123,0.115,0.33,0.555
6886806,0.005,0.04,0.955
6896406,0.125,0.345,0.53
6859969,0.12,0.385,0.495
6841267,0.3,0.325,0.375
6925000,0.04,0.235,0.725
6945523,0.135,0.365,0.5
6815627,0.075,0.255,0.67
6846181,0.11,0.255,0.635
6824202,0.11,0.24,0.65
6864963,0.06,0.335,0.605
6834307,0.345,0.29,0.365
6877395,0.045,0.205,0.75
6936755,0.045,0.195,0.76
6943550,0.275,0.41,0.315
6860976,0.07,0.19,0.74
6829695,0.03,0.215,0.755
6879511,0.005,0.165,0.83
6936105,0.12,0.39,0.49
6898559,0.015,0.07,0.915
6896587,0.095,0.42,0.485
6890739,0.27,0.345,0.385
6871373,0.04,0.115,0.845
6906308,0.005,0.08,0.915
6821564,0.005,0.06,0.935
6894238,0.025,0.155,0.82
6869598,0.02,0.17,0.81
6831848,0.13,0.39,0.48
6906728,0.03,0.085,0.885
6842171,0.05,0.215,0.735
6929986,0.075,0.295,0.63
6816769,0.135,0.355,0.51
6857622,0.0,0.025,0.975
6877858,0.165,0.4,0.435
6861668,0.03,0.165,0.805
6902375,0.005,0.02,0.975
6877998,0.0,0.06,0.94
6834770,0.04,0.2,0.76
6829184,0.13,0.39,0.48
6934700,0.115,0.295,0.59
6915468,0.085,0.225,0.69
6837073,0.05,0.215,0.735
6918046,0.035,0.145,0.82
6893087,0.07,0.195,0.735
6890714,0.005,0.045,0.95
6847948,0.04,0.185,0.775
6867063,0.005,0.04,0.955
6857439,0.07,0.41,0.52
6842487,0.025,0.095,0.88
6857332,0.005,0.045,0.95
6831380,0.055,0.27,0.675
6892772,0.03,0.16,0.81
6893146,0.08,0.39,0.53
